Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-12-09 09:30:00-05:00,241.8300018310547,243.36000061035156,241.75999450683594,243.27000427246094,2656262,0.0,0.0
2024-12-09 09:45:00-05:00,243.2550048828125,244.1497039794922,243.2550048828125,243.92999267578125,1739059,0.0,0.0
2024-12-09 10:00:00-05:00,243.9199981689453,244.72000122070312,243.76100158691406,244.4149932861328,1493941,0.0,0.0
2024-12-09 10:15:00-05:00,244.4499969482422,244.66000366210938,244.0200958251953,244.50999450683594,874024,0.0,0.0
2024-12-09 10:30:00-05:00,244.47999572753906,245.36000061035156,244.4199981689453,245.24000549316406,2151294,0.0,0.0
2024-12-09 10:45:00-05:00,245.22999572753906,246.27999877929688,245.0399932861328,246.0399932861328,1919014,0.0,0.0
2024-12-09 11:00:00-05:00,246.02999877929688,246.97909545898438,246.0019989013672,246.8699951171875,1915272,0.0,0.0
2024-12-09 11:15:00-05:00,247.05859375,247.23880004882812,246.32000732421875,246.47000122070312,1899596,0.0,0.0
2024-12-09 11:30:00-05:00,246.48500061035156,247.0500030517578,246.30999755859375,246.41000366210938,1100578,0.0,0.0
2024-12-09 11:45:00-05:00,246.41000366210938,247.11000061035156,246.3300018310547,246.88999938964844,968628,0.0,0.0
2024-12-09 12:00:00-05:00,246.8699951171875,247.19000244140625,246.5800018310547,247.13999938964844,809633,0.0,0.0
2024-12-09 12:15:00-05:00,247.14999389648438,247.24000549316406,246.7050018310547,246.79029846191406,860139,0.0,0.0
2024-12-09 12:30:00-05:00,246.8249969482422,247.01510620117188,246.44000244140625,246.7050018310547,612467,0.0,0.0
2024-12-09 12:45:00-05:00,246.6999969482422,246.89999389648438,245.7100067138672,246.218994140625,1288290,0.0,0.0
2024-12-09 13:00:00-05:00,246.25,246.58999633789062,246.08999633789062,246.47000122070312,673417,0.0,0.0
2024-12-09 13:15:00-05:00,246.47000122070312,247.00999450683594,246.4600067138672,246.9053955078125,641044,0.0,0.0
2024-12-09 13:30:00-05:00,246.88999938964844,246.88999938964844,246.3800048828125,246.52999877929688,574101,0.0,0.0
2024-12-09 13:45:00-05:00,246.57000732421875,246.83700561523438,246.4199981689453,246.73500061035156,530377,0.0,0.0
2024-12-09 14:00:00-05:00,246.72999572753906,246.75,246.25999450683594,246.27000427246094,490230,0.0,0.0
2024-12-09 14:15:00-05:00,246.27499389648438,246.43499755859375,246.05999755859375,246.09500122070312,515685,0.0,0.0
2024-12-09 14:30:00-05:00,246.09500122070312,246.32989501953125,245.89999389648438,246.16000366210938,604329,0.0,0.0
2024-12-09 14:45:00-05:00,246.14999389648438,246.47999572753906,246.08999633789062,246.42660522460938,593739,0.0,0.0
2024-12-09 15:00:00-05:00,246.4250030517578,246.5,246.2100067138672,246.42999267578125,602778,0.0,0.0
2024-12-09 15:15:00-05:00,246.44000244140625,246.77999877929688,246.3000030517578,246.75999450683594,835353,0.0,0.0
2024-12-09 15:30:00-05:00,246.77999877929688,247.08999633789062,246.55999755859375,246.57550048828125,1150000,0.0,0.0
2024-12-09 15:45:00-05:00,246.57000732421875,247.0,246.11000061035156,246.80999755859375,4095539,0.0,0.0
2024-12-10 09:30:00-05:00,246.9499969482422,247.6501007080078,245.80999755859375,246.9864959716797,4270797,0.0,0.0
2024-12-10 09:45:00-05:00,246.97999572753906,247.78709411621094,246.88999938964844,247.65499877929688,1583766,0.0,0.0
2024-12-10 10:00:00-05:00,247.63999938964844,247.67999267578125,246.6999969482422,247.08990478515625,1115210,0.0,0.0
2024-12-10 10:15:00-05:00,247.0800018310547,247.30999755859375,246.60000610351562,246.72999572753906,999524,0.0,0.0
2024-12-10 10:30:00-05:00,246.73500061035156,246.9199981689453,246.27000427246094,246.30499267578125,1023754,0.0,0.0
2024-12-10 10:45:00-05:00,246.30499267578125,246.4600067138672,245.8300018310547,245.8885040283203,1078415,0.0,0.0
2024-12-10 11:00:00-05:00,245.88499450683594,246.25999450683594,245.57000732421875,245.75010681152344,862005,0.0,0.0
2024-12-10 11:15:00-05:00,245.75999450683594,245.875,245.3419952392578,245.6699981689453,880888,0.0,0.0
2024-12-10 11:30:00-05:00,245.6699981689453,246.44000244140625,245.61000061035156,246.3800048828125,810592,0.0,0.0
2024-12-10 11:45:00-05:00,246.3699951171875,246.5399932861328,246.1999969482422,246.39999389648438,532740,0.0,0.0
2024-12-10 12:00:00-05:00,246.39999389648438,246.91000366210938,246.39999389648438,246.62069702148438,600834,0.0,0.0
2024-12-10 12:15:00-05:00,246.63999938964844,247.17999267578125,246.58999633789062,247.07000732421875,724861,0.0,0.0
